Dataset,Method,Mean_Weighted_F1,Standard_Error,Ratio_SMOTE,Imbalance_Ratio,Seed_Count
balance_scale,Unbalanced,0.7579964612933754,0.005588130099434158,,0.1,15
balance_scale,SMOTE,0.72653092203094,0.00787016891996028,,0.1,15
balance_scale,RFOversample,0.7174977818193481,0.007893223387718525,,0.1,15
balance_scale,Unbalanced,0.7483544235685409,0.005299972417633283,,0.15,15
balance_scale,SMOTE,0.7193535314561637,0.008902360538967225,,0.15,15
balance_scale,RFOversample,0.712971967602345,0.0072078109317861945,,0.15,15
balance_scale,Unbalanced,0.7420198901432044,0.00790187039637375,,0.2,15
balance_scale,SMOTE,0.717441883099277,0.008365915826160562,,0.2,15
balance_scale,RFOversample,0.7096220780937544,0.00662392455040901,,0.2,15
breast_cancer,Unbalanced,0.9074363791582155,0.00664723764724985,,0.1,15
breast_cancer,SMOTE,0.931531574719486,0.0042547515414907535,,0.1,15
breast_cancer,RFOversample,0.9399208995531645,0.0051023941588653554,,0.1,15
breast_cancer,Unbalanced,0.9345680825486349,0.0036856162578073107,,0.15,15
breast_cancer,SMOTE,0.9477224298819433,0.003825508866869365,,0.15,15
breast_cancer,RFOversample,0.9543178246217302,0.003594774638015795,,0.15,15
breast_cancer,Unbalanced,0.9427501071811013,0.003669697897002781,,0.2,15
breast_cancer,SMOTE,0.9555703728794095,0.0036886418705042792,,0.2,15
breast_cancer,RFOversample,0.9563133829671735,0.0031866944967793845,,0.2,15
car,Unbalanced,0.8700634282248642,0.00431353269025517,,0.1,15
car,SMOTE,0.8647772829506147,0.0035330749726914805,,0.1,15
car,RFOversample,0.8676778553806261,0.0036382656332997984,,0.1,15
car,Unbalanced,0.8666479518250384,0.0038688771634547256,,0.15,15
car,SMOTE,0.8614891911695779,0.002930897691556562,,0.15,15
car,RFOversample,0.8663088404391157,0.0034099980599229807,,0.15,15
car,Unbalanced,0.8689003018108821,0.0024131668973608224,,0.2,15
car,SMOTE,0.8635104702228721,0.0029083518419173223,,0.2,15
car,RFOversample,0.86611640919975,0.0026664102227021706,,0.2,15
crx,Unbalanced,0.6965847574932984,0.018071156118154765,,0.1,15
crx,SMOTE,0.7926407253604364,0.00979147278522502,,0.1,15
crx,RFOversample,0.8434552515190851,0.008966831965222332,,0.1,15
crx,Unbalanced,0.7811638977576829,0.007461414923900527,,0.15,15
crx,SMOTE,0.8339311019703238,0.006949228982382203,,0.15,15
crx,RFOversample,0.8534160459912814,0.008724295587267852,,0.15,15
crx,Unbalanced,0.8220774461815517,0.006900416843235443,,0.2,15
crx,SMOTE,0.8548968277217125,0.005854717985338364,,0.2,15
crx,RFOversample,0.8574750919362824,0.00692666402191378,,0.2,15
diabetes,Unbalanced,0.5955467919398891,0.01089929232848659,,0.1,15
diabetes,SMOTE,0.6835472254070097,0.010368486846899632,,0.1,15
diabetes,RFOversample,0.6820977723759672,0.008954953257181921,,0.1,15
diabetes,Unbalanced,0.64435001435511,0.010902334527719965,,0.15,15
diabetes,SMOTE,0.7028769233651535,0.008303858926299592,,0.15,15
diabetes,RFOversample,0.7122407813428066,0.008310572809656122,,0.15,15
diabetes,Unbalanced,0.6909221710847493,0.007901281522411397,,0.2,15
diabetes,SMOTE,0.7158339953877952,0.008785961036829364,,0.2,15
diabetes,RFOversample,0.7198689432662903,0.007954145681990089,,0.2,15
ecoli_5,Unbalanced,0.8388215508914968,0.006988305100574673,,0.1,15
ecoli_5,SMOTE,0.8359458002457717,0.00857761919860987,,0.1,15
ecoli_5,RFOversample,0.833168305444979,0.0088594118868666,,0.1,15
ecoli_5,Unbalanced,0.8343045652942332,0.008641281626158973,,0.15,15
ecoli_5,SMOTE,0.8300308715636306,0.008638849553200604,,0.15,15
ecoli_5,RFOversample,0.8294107166087125,0.008578432960606683,,0.15,15
ecoli_5,Unbalanced,0.8372418376674561,0.007589693482200486,,0.2,15
ecoli_5,SMOTE,0.8372418376674561,0.007589693482200486,,0.2,15
ecoli_5,RFOversample,0.8372418376674561,0.007589693482200486,,0.2,15
flare1,Unbalanced,0.7640584334738261,0.007266354351466404,,0.1,15
flare1,SMOTE,0.7594378069017428,0.007207094982948222,,0.1,15
flare1,RFOversample,0.7530850646481037,0.01016575392886768,,0.1,15
flare1,Unbalanced,0.7586732232241759,0.0061663848280267015,,0.15,15
flare1,SMOTE,0.7601473654350753,0.006412257125893492,,0.15,15
flare1,RFOversample,0.7567154254443331,0.007557907601332591,,0.15,15
flare1,Unbalanced,0.7561061637317052,0.0073377791497769174,,0.2,15
flare1,SMOTE,0.7578536577178397,0.007403833050057493,,0.2,15
flare1,RFOversample,0.757541488931924,0.00690759490072483,,0.2,15
glass,Unbalanced,0.7372365774912893,0.015127084685908126,,0.1,15
glass,SMOTE,0.7455034072225803,0.015319716441761744,,0.1,15
glass,RFOversample,0.7389987235679578,0.013718205124572006,,0.1,15
glass,Unbalanced,0.7382932711878016,0.012161208493735151,,0.15,15
glass,SMOTE,0.7339110631285243,0.011421786226153348,,0.15,15
glass,RFOversample,0.7318533308091646,0.014522043655842483,,0.15,15
glass,Unbalanced,0.7307135288403956,0.014029767871926618,,0.2,15
glass,SMOTE,0.7308052918704259,0.019060460348651536,,0.2,15
glass,RFOversample,0.7204668928309158,0.017878935801858595,,0.2,15
heart_disease,Unbalanced,0.5472234618443933,0.010474780037464644,,0.1,15
heart_disease,SMOTE,0.5402694610136014,0.011068874120868741,,0.1,15
heart_disease,RFOversample,0.5433383210845736,0.011987371530904197,,0.1,15
heart_disease,Unbalanced,0.5383976443988412,0.00949325513273984,,0.15,15
heart_disease,SMOTE,0.549388545882461,0.010016114559226715,,0.15,15
heart_disease,RFOversample,0.5414193567582313,0.01106041253280719,,0.15,15
heart_disease,Unbalanced,0.5447161454134845,0.009785582619852226,,0.2,15
heart_disease,SMOTE,0.5447161454134845,0.009785582619852226,,0.2,15
heart_disease,RFOversample,0.5447161454134845,0.009785582619852226,,0.2,15
heart_failure,Unbalanced,0.7007452546092916,0.01054084112037333,,0.1,15
heart_failure,SMOTE,0.7523912747774365,0.01167527494746409,,0.1,15
heart_failure,RFOversample,0.8089585071464847,0.008210953508750144,,0.1,15
heart_failure,Unbalanced,0.7725624466885754,0.007591572352228156,,0.15,15
heart_failure,SMOTE,0.7876297502438486,0.009506949164724025,,0.15,15
heart_failure,RFOversample,0.8214147361177829,0.00698559538054449,,0.15,15
heart_failure,Unbalanced,0.7985328285380195,0.007406319739074771,,0.2,15
heart_failure,SMOTE,0.8073872365251579,0.0068544204270816495,,0.2,15
heart_failure,RFOversample,0.8137031965441337,0.007499727044841802,,0.2,15
hepatitis,Unbalanced,0.5860949526737648,0.017187525539253977,,0.1,15
hepatitis,SMOTE,0.5952789326164662,0.019389880089687485,,0.1,15
hepatitis,RFOversample,0.6265817604380921,0.019507030256072026,,0.1,15
hepatitis,Unbalanced,0.6199641858757345,0.023117843977160255,,0.15,15
hepatitis,SMOTE,0.6355458324824746,0.019121415467334636,,0.15,15
hepatitis,RFOversample,0.6497962573942075,0.016797092080022516,,0.15,15
hepatitis,Unbalanced,0.61712661964808,0.022540198920683843,,0.2,15
hepatitis,SMOTE,0.6360277477085349,0.017437842710499783,,0.2,15
hepatitis,RFOversample,0.6592399173111528,0.018199752865012124,,0.2,15
hill_valley,Unbalanced,0.3896314191049504,0.00636706411613076,,0.1,15
hill_valley,SMOTE,0.5071307762159993,0.008374775499262006,,0.1,15
hill_valley,RFOversample,0.48633608100844045,0.007899021334345915,,0.1,15
hill_valley,Unbalanced,0.4148342109910031,0.00803916556094202,,0.15,15
hill_valley,SMOTE,0.5072453553512603,0.01081661326010639,,0.15,15
hill_valley,RFOversample,0.48850644486031647,0.010990825359960281,,0.15,15
hill_valley,Unbalanced,0.4477476843827387,0.007092383719479732,,0.2,15
hill_valley,SMOTE,0.5193724983340784,0.007819794446347771,,0.2,15
hill_valley,RFOversample,0.5110835932261092,0.009127435880281599,,0.2,15
ionosphere,Unbalanced,0.9176717134689932,0.009198270037424324,,0.1,15
ionosphere,SMOTE,0.893871425578038,0.009310568069841483,,0.1,15
ionosphere,RFOversample,0.906737154820064,0.00934884327830632,,0.1,15
ionosphere,Unbalanced,0.928704177749929,0.008182639442428898,,0.15,15
ionosphere,SMOTE,0.9223468175102771,0.008192453289584576,,0.15,15
ionosphere,RFOversample,0.9295902898437748,0.007124076983666632,,0.15,15
ionosphere,Unbalanced,0.9415128012003714,0.007476137753141307,,0.2,15
ionosphere,SMOTE,0.9330974923384561,0.006300777305710848,,0.2,15
ionosphere,RFOversample,0.9250788131236338,0.007455930305065146,,0.2,15
iris,Unbalanced,0.9449570542743787,0.007854671398878625,,0.1,15
iris,SMOTE,0.949467157761559,0.006471612802598253,,0.1,15
iris,RFOversample,0.9494572260914494,0.006802441697896503,,0.1,15
iris,Unbalanced,0.9539564955842301,0.007115607814377569,,0.15,15
iris,SMOTE,0.9494872440348895,0.006113810063232534,,0.15,15
iris,RFOversample,0.9494872440348895,0.006113810063232534,,0.15,15
iris,Unbalanced,0.948033909642178,0.006532247633261153,,0.2,15
iris,SMOTE,0.948033909642178,0.006532247633261153,,0.2,15
iris,RFOversample,0.9450643108522233,0.006594250958713061,,0.2,15
lymphography,Unbalanced,0.8256937402792031,0.01053933950366041,,0.1,15
lymphography,SMOTE,0.8281967265137298,0.01247890681415805,,0.1,15
lymphography,RFOversample,0.8281967265137298,0.01247890681415805,,0.1,15
lymphography,Unbalanced,0.8172915592128227,0.014943345137392058,,0.15,15
lymphography,SMOTE,0.8256375504336098,0.015656182099975567,,0.15,15
lymphography,RFOversample,0.8256375504336098,0.015656182099975567,,0.15,15
lymphography,Unbalanced,0.8263517574397696,0.01802119994770582,,0.2,15
lymphography,SMOTE,0.8294770186364128,0.018729104239834954,,0.2,15
lymphography,RFOversample,0.8294770186364128,0.018729104239834954,,0.2,15
mnist_test,Unbalanced,0.8135270469049664,0.002571637089839937,,0.1,15
mnist_test,SMOTE,0.8135270469049664,0.002571637089839937,,0.1,15
mnist_test,RFOversample,0.8135270469049664,0.002571637089839937,,0.1,15
mnist_test,Unbalanced,0.7979313109644566,0.003021708488551937,,0.15,15
mnist_test,SMOTE,0.8086945000134466,0.004000767968119552,,0.15,15
mnist_test,RFOversample,0.8081893714013599,0.0027334067644235248,,0.15,15
mnist_test,Unbalanced,0.7786965297366119,0.0026895343770327474,,0.2,15
mnist_test,SMOTE,0.8027089455120145,0.0038275230144948487,,0.2,15
mnist_test,RFOversample,0.7987992812945478,0.0037073264440922304,,0.2,15
optdigits,Unbalanced,0.9204195179023439,0.002213547228879048,,0.1,15
optdigits,SMOTE,0.9204195179023439,0.002213547228879048,,0.1,15
optdigits,RFOversample,0.9204195179023439,0.002213547228879048,,0.1,15
optdigits,Unbalanced,0.9171358550389124,0.0025623471714254875,,0.15,15
optdigits,SMOTE,0.9175172317277407,0.0023471150181851507,,0.15,15
optdigits,RFOversample,0.9158194577663044,0.0022252381803265346,,0.15,15
optdigits,Unbalanced,0.9173690647736107,0.0021323203833620926,,0.2,15
optdigits,SMOTE,0.9152942126167806,0.00212019258605505,,0.2,15
optdigits,RFOversample,0.9152606353558671,0.002274614887520721,,0.2,15
parkinsons,Unbalanced,0.8389502332058362,0.008989167285802601,,0.1,15
parkinsons,SMOTE,0.820379755867129,0.011853987928976264,,0.1,15
parkinsons,RFOversample,0.8574837491550027,0.012102666565575428,,0.1,15
parkinsons,Unbalanced,0.8470283116817191,0.010067210011384314,,0.15,15
parkinsons,SMOTE,0.8419938506333035,0.014811915477620246,,0.15,15
parkinsons,RFOversample,0.856106050966135,0.009472910930395583,,0.15,15
parkinsons,Unbalanced,0.8673153880184679,0.012166771468560177,,0.2,15
parkinsons,SMOTE,0.861841068313386,0.015342047279131044,,0.2,15
parkinsons,RFOversample,0.8683717421946194,0.0117422366342402,,0.2,15
seeds,Unbalanced,0.8807662702393556,0.011686887107628906,,0.1,15
seeds,SMOTE,0.8970157733179299,0.007285710825315435,,0.1,15
seeds,RFOversample,0.8988590352629026,0.011262258476626007,,0.1,15
seeds,Unbalanced,0.8969940896313237,0.007888225843606697,,0.15,15
seeds,SMOTE,0.9070467930107103,0.00805785782089222,,0.15,15
seeds,RFOversample,0.9190598971217453,0.008460503740809193,,0.15,15
seeds,Unbalanced,0.9129099456726808,0.007554070496910738,,0.2,15
seeds,SMOTE,0.9164719900316124,0.008793659569573663,,0.2,15
seeds,RFOversample,0.9201492866693729,0.008972017384677138,,0.2,15
sonar,Unbalanced,0.5802432109891381,0.014093660696152413,,0.1,15
sonar,SMOTE,0.7657227226167673,0.014301432565296514,,0.1,15
sonar,RFOversample,0.7771175622994396,0.013706467065661105,,0.1,15
sonar,Unbalanced,0.6839636051879359,0.013227289274458013,,0.15,15
sonar,SMOTE,0.782859599335597,0.011215542879125719,,0.15,15
sonar,RFOversample,0.8187547364018549,0.01081803033542324,,0.15,15
sonar,Unbalanced,0.7341222663709653,0.01135436950725906,,0.2,15
sonar,SMOTE,0.7897492765689414,0.013138904576827894,,0.2,15
sonar,RFOversample,0.8129810418361444,0.013388295080856318,,0.2,15
titanic,Unbalanced,0.7009574712153204,0.01708128548211408,,0.1,15
titanic,SMOTE,0.7277530302144949,0.009937065449433995,,0.1,15
titanic,RFOversample,0.7410571361681002,0.007870182611871388,,0.1,15
titanic,Unbalanced,0.7279854283542628,0.009986372980120515,,0.15,15
titanic,SMOTE,0.7419236043035512,0.006907747445538829,,0.15,15
titanic,RFOversample,0.7520985109799876,0.007045481904821322,,0.15,15
titanic,Unbalanced,0.7527897690728361,0.009316101323893022,,0.2,15
titanic,SMOTE,0.7627762930240133,0.007598037890434527,,0.2,15
titanic,RFOversample,0.7517459694524611,0.006106042342398781,,0.2,15
treeData,Unbalanced,0.9180674434832483,0.0037010899861676595,,0.1,15
treeData,SMOTE,0.9180674434832483,0.0037010899861676595,,0.1,15
treeData,RFOversample,0.9180674434832483,0.0037010899861676595,,0.1,15
treeData,Unbalanced,0.9183525960643483,0.002044461602918431,,0.15,15
treeData,SMOTE,0.9174083110890642,0.002521352610495434,,0.15,15
treeData,RFOversample,0.9150595258573391,0.002898105029714836,,0.15,15
treeData,Unbalanced,0.9162546925249236,0.0026201987307461804,,0.2,15
treeData,SMOTE,0.9199377493007891,0.0034907217779035302,,0.2,15
treeData,RFOversample,0.9175396982273056,0.002974597415579088,,0.2,15
waveform,Unbalanced,0.6390694949263575,0.010739633521901038,,0.1,15
waveform,SMOTE,0.7589362179586125,0.005876150636375272,,0.1,15
waveform,RFOversample,0.7629715003420838,0.006200149565898637,,0.1,15
waveform,Unbalanced,0.7385235377030297,0.007323605115232411,,0.15,15
waveform,SMOTE,0.7976755911777647,0.00447029564122626,,0.15,15
waveform,RFOversample,0.7989678267755245,0.004114103214658038,,0.15,15
waveform,Unbalanced,0.7876438974642904,0.005733851311422686,,0.2,15
waveform,SMOTE,0.8098805720353401,0.0032392519601719357,,0.2,15
waveform,RFOversample,0.8131866809746611,0.0025765080150401583,,0.2,15
wine,Unbalanced,0.985199322131903,0.0031261206069335646,,0.1,15
wine,SMOTE,0.9802445885968475,0.005075729176282924,,0.1,15
wine,RFOversample,0.9764491366370545,0.005126111287500053,,0.1,15
wine,Unbalanced,0.9827388810360179,0.004080827705858346,,0.15,15
wine,SMOTE,0.9802564892070118,0.004779863734839769,,0.15,15
wine,RFOversample,0.9765804680862196,0.003686407838297183,,0.15,15
wine,Unbalanced,0.9827425300051841,0.004078666748776941,,0.2,15
wine,SMOTE,0.9814729940123331,0.004950128185913239,,0.2,15
wine,RFOversample,0.9765649824863654,0.005357697546986447,,0.2,15
