Dataset,Method,Mean_Weighted_F1,Standard_Error,Ratio_SMOTE,Imbalance_Ratio,Seed_Count
heart_failure,Unbalanced,0.7126967856471073,0.013347702112616312,,0.1,15
heart_failure,SMOTE,0.7466111799967751,0.011203789201539213,,0.1,15
heart_failure,RFOversample,0.756996725478216,0.015005962875453699,,0.1,15
heart_failure,Unbalanced,0.7624419441145548,0.010672015014073898,,0.15,15
heart_failure,SMOTE,0.7871047295310695,0.012386309735287891,,0.15,15
heart_failure,RFOversample,0.7986289573191748,0.012617227094288223,,0.15,15
heart_failure,Unbalanced,0.793611143536504,0.012967647927443695,,0.2,15
heart_failure,SMOTE,0.8048665795741398,0.013883365803581096,,0.2,15
heart_failure,RFOversample,0.8133649718877766,0.011360067707390894,,0.2,15
hepatitis,Unbalanced,0.5894041262261569,0.014437771606640752,,0.1,15
hepatitis,SMOTE,0.6171553887361492,0.012072447195559088,,0.1,15
hepatitis,RFOversample,0.6076510572772875,0.015949694443367603,,0.1,15
hepatitis,Unbalanced,0.6110286581922343,0.019332847420121112,,0.15,15
hepatitis,SMOTE,0.6276628602861581,0.012901993621213678,,0.15,15
hepatitis,RFOversample,0.6131544547140311,0.016562828364078176,,0.15,15
hepatitis,Unbalanced,0.6322018809824993,0.015440933083210309,,0.2,15
hepatitis,SMOTE,0.6293381147787614,0.011982060260292866,,0.2,15
hepatitis,RFOversample,0.6142091138263077,0.0168206330353337,,0.2,15
hill_valley,Unbalanced,0.3958150551062663,0.006990398465414454,,0.1,15
hill_valley,SMOTE,0.5026473935764657,0.008383614760182984,,0.1,15
hill_valley,RFOversample,0.4805427821206185,0.0088992347576146,,0.1,15
hill_valley,Unbalanced,0.4246198527060928,0.0063250693037646116,,0.15,15
hill_valley,SMOTE,0.5141747358034086,0.007199888916008594,,0.15,15
hill_valley,RFOversample,0.505529726415421,0.009208656714158074,,0.15,15
hill_valley,Unbalanced,0.4391109086734251,0.007935151237339606,,0.2,15
hill_valley,SMOTE,0.5157583070742509,0.005330275133731087,,0.2,15
hill_valley,RFOversample,0.4985708073472867,0.007457432953769955,,0.2,15
ionosphere,Unbalanced,0.9101968235405973,0.005775026528290325,,0.1,15
ionosphere,SMOTE,0.8997547724460321,0.009404796390970374,,0.1,15
ionosphere,RFOversample,0.87286013637368,0.011145205923342524,,0.1,15
ionosphere,Unbalanced,0.9224489592044941,0.007152700345584145,,0.15,15
ionosphere,SMOTE,0.9125178216980145,0.0077229927570709915,,0.15,15
ionosphere,RFOversample,0.9029795078799661,0.010138494586006613,,0.15,15
ionosphere,Unbalanced,0.9359250232859169,0.006169016073606128,,0.2,15
ionosphere,SMOTE,0.9200106005953667,0.006029856390998813,,0.2,15
ionosphere,RFOversample,0.9106851915710437,0.00761319892833525,,0.2,15
iris,Unbalanced,0.9372235633232601,0.007476071803708384,,0.1,15
iris,SMOTE,0.9357503655903294,0.007372608808008891,,0.1,15
iris,RFOversample,0.9372113378994117,0.0075166702128357825,,0.1,15
iris,Unbalanced,0.9356797186421606,0.007684765048051231,,0.15,15
iris,SMOTE,0.9371727797153107,0.008065575569628959,,0.15,15
iris,RFOversample,0.9432783743765081,0.007943997160712429,,0.15,15
iris,Unbalanced,0.9371307592811333,0.008372983124596105,,0.2,15
iris,SMOTE,0.9327243935955686,0.00803836243652795,,0.2,15
iris,RFOversample,0.9357239661882075,0.008282964447820612,,0.2,15
lymphography,Unbalanced,0.830752316331299,0.010056232535992454,,0.1,15
lymphography,SMOTE,0.8509566976522597,0.011790365505623821,,0.1,15
lymphography,RFOversample,0.8509566976522597,0.011790365505623821,,0.1,15
lymphography,Unbalanced,0.8363257068476307,0.010687097079523165,,0.15,15
lymphography,SMOTE,0.8427157513674639,0.009809044063653799,,0.15,15
lymphography,RFOversample,0.8427157513674639,0.009809044063653799,,0.15,15
lymphography,Unbalanced,0.8336076601423646,0.009091898837201075,,0.2,15
lymphography,SMOTE,0.8367678600142042,0.007711848352593305,,0.2,15
lymphography,RFOversample,0.8367678600142042,0.007711848352593305,,0.2,15
mnist_test,Unbalanced,0.8084170249221021,0.0031193362313293354,,0.1,15
mnist_test,SMOTE,0.8084170249221021,0.0031193362313293354,,0.1,15
mnist_test,RFOversample,0.8084170249221021,0.0031193362313293354,,0.1,15
mnist_test,Unbalanced,0.8029177032233766,0.00419639148843008,,0.15,15
mnist_test,SMOTE,0.8139078310042585,0.0034623086911428143,,0.15,15
mnist_test,RFOversample,0.8076950788686249,0.0034008321173003373,,0.15,15
mnist_test,Unbalanced,0.7863055592843139,0.004736401252886056,,0.2,15
mnist_test,SMOTE,0.8073433539597302,0.003831545997852016,,0.2,15
mnist_test,RFOversample,0.7961923300066188,0.004030917029278597,,0.2,15
optdigits,Unbalanced,0.9290910736772666,0.002047836182472788,,0.1,15
optdigits,SMOTE,0.9290910736772666,0.002047836182472788,,0.1,15
optdigits,RFOversample,0.9290910736772666,0.002047836182472788,,0.1,15
optdigits,Unbalanced,0.9216907451031375,0.0031636139101588034,,0.15,15
optdigits,SMOTE,0.9220959578155704,0.002100401808860625,,0.15,15
optdigits,RFOversample,0.919948521521662,0.002337815250770112,,0.15,15
optdigits,Unbalanced,0.921861855504869,0.003924331872417392,,0.2,15
optdigits,SMOTE,0.9179337441250832,0.0031277627923734204,,0.2,15
optdigits,RFOversample,0.9112308315419284,0.002566899007606998,,0.2,15
parkinsons,Unbalanced,0.842627658599713,0.009971829031691866,,0.1,15
parkinsons,SMOTE,0.8724719967066238,0.01076710599485493,,0.1,15
parkinsons,RFOversample,0.8618701759354978,0.01444390078380551,,0.1,15
parkinsons,Unbalanced,0.85523828754282,0.012957551276184408,,0.15,15
parkinsons,SMOTE,0.8904062446649293,0.012349676188567287,,0.15,15
parkinsons,RFOversample,0.8787410748245127,0.014003664455726218,,0.15,15
parkinsons,Unbalanced,0.8763726267726515,0.012198632347814693,,0.2,15
parkinsons,SMOTE,0.8894019729881687,0.011028195361505655,,0.2,15
parkinsons,RFOversample,0.8850312827438296,0.012689461223445575,,0.2,15
seeds,Unbalanced,0.9130523171598361,0.0077542327690115044,,0.1,15
seeds,SMOTE,0.9206537180644315,0.007837728910357718,,0.1,15
seeds,RFOversample,0.9273281904424991,0.00919811960583113,,0.1,15
seeds,Unbalanced,0.9205222845904968,0.009363227209081516,,0.15,15
seeds,SMOTE,0.9240004694684089,0.009480784614800723,,0.15,15
seeds,RFOversample,0.9315776055748907,0.008815235340860863,,0.15,15
seeds,Unbalanced,0.9238848995191226,0.008527344304603102,,0.2,15
seeds,SMOTE,0.9317209273905893,0.009323582604534567,,0.2,15
seeds,RFOversample,0.9305225833330837,0.00921282815237484,,0.2,15
sonar,Unbalanced,0.5944517022902741,0.013253822996611417,,0.1,15
sonar,SMOTE,0.7587691843993473,0.00855359304653478,,0.1,15
sonar,RFOversample,0.7435865512539886,0.011409067961231912,,0.1,15
sonar,Unbalanced,0.6650062765801432,0.013776951634206435,,0.15,15
sonar,SMOTE,0.7792191951130765,0.008145499885328563,,0.15,15
sonar,RFOversample,0.7763320496049212,0.013145411657011942,,0.15,15
sonar,Unbalanced,0.7090480013037579,0.012726388726945233,,0.2,15
sonar,SMOTE,0.7999914022813683,0.00935159305016512,,0.2,15
sonar,RFOversample,0.7998919861776791,0.012320141937479344,,0.2,15
titanic,Unbalanced,0.6753296043902701,0.010296291935022683,,0.1,15
titanic,SMOTE,0.7158598857101762,0.007581463289123964,,0.1,15
titanic,RFOversample,0.7077367306257544,0.009391789564239635,,0.1,15
titanic,Unbalanced,0.7155156953838906,0.012332633513143917,,0.15,15
titanic,SMOTE,0.7386185292313903,0.009551004692503957,,0.15,15
titanic,RFOversample,0.7382142729572585,0.009010316667686325,,0.15,15
titanic,Unbalanced,0.7333959650238557,0.010473063830255935,,0.2,15
titanic,SMOTE,0.7450229308262173,0.00898312998526434,,0.2,15
titanic,RFOversample,0.7349444919665055,0.008995457959975289,,0.2,15
treeData,Unbalanced,0.9218648442837327,0.0041618118758921675,,0.1,15
treeData,SMOTE,0.9218648442837327,0.0041618118758921675,,0.1,15
treeData,RFOversample,0.9218648442837327,0.0041618118758921675,,0.1,15
treeData,Unbalanced,0.9223324016470497,0.0028818176858931895,,0.15,15
treeData,SMOTE,0.9227536199008494,0.002795945224276353,,0.15,15
treeData,RFOversample,0.9187561784672109,0.003902366827079743,,0.15,15
treeData,Unbalanced,0.9240476369123853,0.00391533743287733,,0.2,15
treeData,SMOTE,0.927724026064708,0.003939996789869804,,0.2,15
treeData,RFOversample,0.9262566663102463,0.002880117505887529,,0.2,15
waveform,Unbalanced,0.6309493035394543,0.008248800408278311,,0.1,15
waveform,SMOTE,0.764235764743439,0.0045490954393613845,,0.1,15
waveform,RFOversample,0.7506918285183173,0.0037452558533888885,,0.1,15
waveform,Unbalanced,0.7394436903773511,0.004965445322598535,,0.15,15
waveform,SMOTE,0.7943302754900892,0.003689845602991351,,0.15,15
waveform,RFOversample,0.7892498801940607,0.00300575432662781,,0.15,15
waveform,Unbalanced,0.783395377195294,0.0034894613821299385,,0.2,15
waveform,SMOTE,0.808388713406908,0.002394471586996101,,0.2,15
waveform,RFOversample,0.8049092381487949,0.003543608169584109,,0.2,15
wine,Unbalanced,0.9788588739745091,0.006127345191022777,,0.1,15
wine,SMOTE,0.9827086998373112,0.004080832771313005,,0.1,15
wine,RFOversample,0.9839391764700867,0.003438474041791278,,0.1,15
wine,Unbalanced,0.9864113976941301,0.0032533794154013347,,0.15,15
wine,SMOTE,0.9851729802108632,0.0043485051361888336,,0.15,15
wine,RFOversample,0.9851546692735206,0.003993323294582666,,0.15,15
wine,Unbalanced,0.9926088165269912,0.002337300411884353,,0.2,15
wine,SMOTE,0.9913709673821653,0.0023818486521067044,,0.2,15
wine,RFOversample,0.9864422656542103,0.003241791788163658,,0.2,15
