Dataset,Method,Mean_Weighted_F1,Standard_Error,Ratio_SMOTE,Imbalance_Ratio,Seed_Count
flare1,RFOversample,0.7475580237897087,0.009600486350453137,,0.1,15
flare1,Unbalanced,0.7423114870254517,0.00838182280516652,,0.15,15
flare1,SMOTE,0.7442606725792121,0.008552328346833293,,0.15,15
flare1,RFOversample,0.7461683746275452,0.0077435752987362345,,0.15,15
flare1,Unbalanced,0.7497776874054364,0.009037935392707587,,0.2,15
flare1,SMOTE,0.7457706479393071,0.00860539608062812,,0.2,15
flare1,RFOversample,0.7472298167921935,0.009444438187515069,,0.2,15
glass,Unbalanced,0.7350472110613063,0.013888303630057323,,0.1,15
glass,SMOTE,0.7351576706731081,0.011941644686843793,,0.1,15
glass,RFOversample,0.7312096691245771,0.012131850613340713,,0.1,15
glass,Unbalanced,0.7314136216582224,0.01161258352469135,,0.15,15
glass,SMOTE,0.7294174404135987,0.011427395394538206,,0.15,15
glass,RFOversample,0.7289575816382036,0.011629575814266496,,0.15,15
glass,Unbalanced,0.7102008341910878,0.013722320406758146,,0.2,15
glass,SMOTE,0.7217864392345473,0.013440355474007258,,0.2,15
glass,RFOversample,0.7080085254573417,0.011256307678684343,,0.2,15
heart_disease,Unbalanced,0.5401328383471087,0.006564483988407989,,0.1,15
heart_disease,SMOTE,0.5368442239913648,0.00719456124122623,,0.1,15
heart_disease,RFOversample,0.5223137596511351,0.005358327773462214,,0.1,15
heart_disease,Unbalanced,0.5360204366113444,0.007347460576892172,,0.15,15
heart_disease,SMOTE,0.5407756676929077,0.009719923116129757,,0.15,15
heart_disease,RFOversample,0.5428790873251227,0.01059704078426616,,0.15,15
heart_disease,Unbalanced,0.54030542921337,0.008965418734817987,,0.2,15
heart_disease,SMOTE,0.54030542921337,0.008965418734817987,,0.2,15
heart_disease,RFOversample,0.54030542921337,0.008965418734817987,,0.2,15
heart_failure,Unbalanced,0.7148621730696241,0.012699797839407027,,0.1,15
heart_failure,SMOTE,0.7442823452704929,0.01722904221659535,,0.1,15
heart_failure,RFOversample,0.7559680492965732,0.013224501076509977,,0.1,15
heart_failure,Unbalanced,0.7586192263599764,0.009246843329360828,,0.15,15
heart_failure,SMOTE,0.7868009331087396,0.013096781953121105,,0.15,15
heart_failure,RFOversample,0.7909443885016917,0.0088591023811065,,0.15,15
heart_failure,Unbalanced,0.7888531484499816,0.012067062416179846,,0.2,15
heart_failure,SMOTE,0.7953138858276614,0.012999483537625528,,0.2,15
heart_failure,RFOversample,0.7968864311283533,0.011055285670763174,,0.2,15
hepatitis,Unbalanced,0.5881702053181583,0.01677282675540892,,0.1,15
hepatitis,SMOTE,0.5918342809938241,0.012741840207674666,,0.1,15
hepatitis,RFOversample,0.59959716026459,0.015736092221535183,,0.1,15
hepatitis,Unbalanced,0.615810886511598,0.013098757466470302,,0.15,15
hepatitis,SMOTE,0.6236702307496028,0.015470837604383966,,0.15,15
hepatitis,RFOversample,0.5948962028021533,0.015009838694604443,,0.15,15
hepatitis,Unbalanced,0.6376859573249836,0.014230957872587512,,0.2,15
hepatitis,SMOTE,0.6340552902887284,0.01247456872690827,,0.2,15
hepatitis,RFOversample,0.6098378453235819,0.016630424385857517,,0.2,15
hill_valley,Unbalanced,0.40635912124735657,0.010688819013866759,,0.1,15
hill_valley,SMOTE,0.5186671919293874,0.01250632057939887,,0.1,15
hill_valley,RFOversample,0.4972707318550739,0.007383653763521517,,0.1,15
hill_valley,Unbalanced,0.42235936285591463,0.01027436435362521,,0.15,15
hill_valley,SMOTE,0.5216533163092197,0.006669689047086975,,0.15,15
hill_valley,RFOversample,0.5099190865436518,0.009860550259883652,,0.15,15
hill_valley,Unbalanced,0.44731685437726854,0.009532669561607247,,0.2,15
hill_valley,SMOTE,0.5114861671459666,0.009708335452746089,,0.2,15
hill_valley,RFOversample,0.5031806742778597,0.007229198317170141,,0.2,15
ionosphere,Unbalanced,0.887850038697492,0.008322805487612722,,0.1,15
ionosphere,SMOTE,0.8762565372830611,0.01035989480198215,,0.1,15
ionosphere,RFOversample,0.8765902438675222,0.007831822312616653,,0.1,15
ionosphere,Unbalanced,0.9150744997241821,0.0076431546501677305,,0.15,15
ionosphere,SMOTE,0.8990927078351508,0.008841107014811016,,0.15,15
ionosphere,RFOversample,0.8983272220996917,0.00720454940833953,,0.15,15
ionosphere,Unbalanced,0.9231921404316836,0.005690282970538707,,0.2,15
ionosphere,SMOTE,0.9194846624720783,0.00738342114427651,,0.2,15
ionosphere,RFOversample,0.9090271443704527,0.008361681881123644,,0.2,15
iris,Unbalanced,0.9554597554013571,0.005560019533440796,,0.1,15
iris,SMOTE,0.9539401951609959,0.006479608751325484,,0.1,15
iris,RFOversample,0.9569064539670767,0.0064821350213732955,,0.1,15
iris,Unbalanced,0.9539567626580975,0.006121370737941071,,0.15,15
iris,SMOTE,0.9569428848043974,0.006472460242664525,,0.15,15
iris,RFOversample,0.9539699901713249,0.006121585809273705,,0.15,15
iris,Unbalanced,0.9539401951609959,0.006479608751325484,,0.2,15
iris,SMOTE,0.9569362489774057,0.0061232976184236575,,0.2,15
iris,RFOversample,0.9599124394535962,0.005236403400909066,,0.2,15
lymphography,Unbalanced,0.8262969147716386,0.009259970579138879,,0.1,15
lymphography,SMOTE,0.8422658341711755,0.008672944406183615,,0.1,15
lymphography,RFOversample,0.8422658341711755,0.008672944406183615,,0.1,15
lymphography,Unbalanced,0.8458810560125904,0.012701718972746431,,0.15,15
lymphography,SMOTE,0.8458909827079228,0.014396960314716415,,0.15,15
lymphography,RFOversample,0.8458909827079228,0.014396960314716415,,0.15,15
lymphography,Unbalanced,0.8464156164969688,0.0169586733574456,,0.2,15
lymphography,SMOTE,0.8442529687124698,0.014916146827831548,,0.2,15
lymphography,RFOversample,0.8442529687124698,0.014916146827831548,,0.2,15
mnist_test,Unbalanced,0.8103755187594124,0.00347093044054713,,0.1,15
mnist_test,SMOTE,0.8103755187594124,0.00347093044054713,,0.1,15
mnist_test,RFOversample,0.8103755187594124,0.00347093044054713,,0.1,15
mnist_test,Unbalanced,0.8036896207822349,0.003481873246152378,,0.15,15
mnist_test,SMOTE,0.8173798644223038,0.0033028124291656926,,0.15,15
mnist_test,RFOversample,0.8095686193311155,0.0036028909614731577,,0.15,15
mnist_test,Unbalanced,0.7833808490692861,0.0036568208448281947,,0.2,15
mnist_test,SMOTE,0.8056461457139431,0.002960883392320624,,0.2,15
mnist_test,RFOversample,0.7949784736428825,0.0033861722712737095,,0.2,15
optdigits,Unbalanced,0.9230040676057141,0.0026282431355189838,,0.1,15
optdigits,SMOTE,0.9230040676057141,0.0026282431355189838,,0.1,15
optdigits,RFOversample,0.9230040676057141,0.0026282431355189838,,0.1,15
optdigits,Unbalanced,0.9217460498478675,0.002902134360592659,,0.15,15
optdigits,SMOTE,0.9205060902253152,0.003074768180986823,,0.15,15
optdigits,RFOversample,0.9171212576723955,0.003398531807429104,,0.15,15
optdigits,Unbalanced,0.9222484963122087,0.002256731445035516,,0.2,15
optdigits,SMOTE,0.9212736861619819,0.0028014254862875607,,0.2,15
optdigits,RFOversample,0.9170754768793372,0.0021865881010389417,,0.2,15
parkinsons,Unbalanced,0.8713134133079647,0.007980262036279504,,0.1,15
parkinsons,SMOTE,0.8612798368790773,0.01390031443764798,,0.1,15
parkinsons,RFOversample,0.8872694358817815,0.010830370964777014,,0.1,15
parkinsons,Unbalanced,0.8811801356189979,0.009546321418423692,,0.15,15
parkinsons,SMOTE,0.8862871901176147,0.012138989199987571,,0.15,15
parkinsons,RFOversample,0.8818646988702359,0.010572065694578118,,0.15,15
parkinsons,Unbalanced,0.8880708405010236,0.010382583077808396,,0.2,15
parkinsons,SMOTE,0.8886978679762574,0.011979837445012333,,0.2,15
parkinsons,RFOversample,0.8853386337002613,0.009497554200644428,,0.2,15
seeds,Unbalanced,0.9042842503159997,0.00607296526099058,,0.1,15
seeds,SMOTE,0.9154329013389851,0.0074847420016287075,,0.1,15
seeds,RFOversample,0.9200636287254816,0.007340090897452835,,0.1,15
seeds,Unbalanced,0.9188078653435579,0.007375898158978356,,0.15,15
seeds,SMOTE,0.9199522958359192,0.007030516383738314,,0.15,15
seeds,RFOversample,0.9207408851405654,0.006475648913158189,,0.15,15
seeds,Unbalanced,0.920904861834082,0.007342634927281615,,0.2,15
seeds,SMOTE,0.9187949920734503,0.00784705849289911,,0.2,15
seeds,RFOversample,0.9174358502312077,0.0070467381560214365,,0.2,15
sonar,Unbalanced,0.5951380039004771,0.019731011797933618,,0.1,15
sonar,SMOTE,0.7438629264199452,0.02331463683231546,,0.1,15
sonar,RFOversample,0.7559329141306712,0.01338924915338123,,0.1,15
sonar,Unbalanced,0.6846286482049432,0.014951186308711405,,0.15,15
sonar,SMOTE,0.7796935405763482,0.01202515532618825,,0.15,15
sonar,RFOversample,0.7899515596966388,0.010368093533185465,,0.15,15
sonar,Unbalanced,0.7118715823525389,0.012615762464644237,,0.2,15
sonar,SMOTE,0.7960639161148355,0.010444183137685973,,0.2,15
sonar,RFOversample,0.8006416097669287,0.013183405463716555,,0.2,15
tic-tac-toe,Unbalanced,0.5897284325901573,0.007902487928465162,,0.1,15
tic-tac-toe,SMOTE,0.6679358953640426,0.0070278529732294235,,0.1,15
tic-tac-toe,RFOversample,0.6483984145402257,0.008472126433267984,,0.1,15
tic-tac-toe,Unbalanced,0.660999381123681,0.009290874015270689,,0.15,15
tic-tac-toe,SMOTE,0.731480965377138,0.009437901173611752,,0.15,15
tic-tac-toe,RFOversample,0.7075964111803635,0.007824521988666183,,0.15,15
tic-tac-toe,Unbalanced,0.7220937288220597,0.00894361327880765,,0.2,15
tic-tac-toe,SMOTE,0.772740531119759,0.008309376750815311,,0.2,15
tic-tac-toe,RFOversample,0.7592933615538094,0.008131024949685662,,0.2,15
titanic,Unbalanced,0.6967364526205257,0.012764063140185933,,0.1,15
titanic,SMOTE,0.7420438728906841,0.009155153971195262,,0.1,15
titanic,RFOversample,0.7326902229858717,0.012347470212087002,,0.1,15
titanic,Unbalanced,0.7449268505447411,0.010238590426476254,,0.15,15
titanic,SMOTE,0.7581919009733288,0.008632509105712217,,0.15,15
titanic,RFOversample,0.7507377412506984,0.010229621627058448,,0.15,15
titanic,Unbalanced,0.7614185011667736,0.008189995854668782,,0.2,15
titanic,SMOTE,0.7656584701068294,0.007496076510980186,,0.2,15
titanic,RFOversample,0.7605167592895054,0.00872039825449727,,0.2,15
treeData,Unbalanced,0.9180947443799716,0.004260455471092948,,0.1,15
treeData,SMOTE,0.9180947443799716,0.004260455471092948,,0.1,15
treeData,RFOversample,0.9180947443799716,0.004260455471092948,,0.1,15
treeData,Unbalanced,0.9154794116029114,0.0037834779697228115,,0.15,15
treeData,SMOTE,0.9161996575580085,0.003903110423317634,,0.15,15
treeData,RFOversample,0.9178417310938604,0.0036808966695462252,,0.15,15
treeData,Unbalanced,0.916718525954135,0.0027330115304458453,,0.2,15
treeData,SMOTE,0.9180505635858324,0.0031946760599455486,,0.2,15
treeData,RFOversample,0.9171931848407635,0.0030434899197065678,,0.2,15
waveform,Unbalanced,0.6517198764519624,0.006888120436686535,,0.1,15
waveform,SMOTE,0.7666019777765135,0.004864863435771818,,0.1,15
waveform,RFOversample,0.7676736194547868,0.00519834507756967,,0.1,15
waveform,Unbalanced,0.745983786108305,0.005663799358825206,,0.15,15
waveform,SMOTE,0.7994518390459239,0.003862052131446448,,0.15,15
waveform,RFOversample,0.8011038084249721,0.004631674199367274,,0.15,15
waveform,Unbalanced,0.7946104482432682,0.004486189296634828,,0.2,15
waveform,SMOTE,0.8157956764020822,0.0031344597301658805,,0.2,15
waveform,RFOversample,0.8119893555083628,0.0038620324727146765,,0.2,15
wine,Unbalanced,0.9663340801799092,0.0062469552785155,,0.1,15
wine,SMOTE,0.9698335657661115,0.007724479332338923,,0.1,15
wine,RFOversample,0.9723619545845544,0.007340173792477284,,0.1,15
wine,Unbalanced,0.9802104861719082,0.003710805721196983,,0.15,15
wine,SMOTE,0.9802300120327738,0.0036970050655166886,,0.15,15
wine,RFOversample,0.9826926635119477,0.004089345947877537,,0.15,15
wine,Unbalanced,0.9827214054187565,0.003258554296198364,,0.2,15
wine,SMOTE,0.9827328383514458,0.0036885135569911924,,0.2,15
wine,RFOversample,0.9814568481785896,0.003508197778745964,,0.2,15
